id,book_id,books_count,authors,original_title,title,language_code,original_publication_year
5644,15832316,10,Tarryn Fisher,Dirty Red,"Dirty Red (Love Me with Lies, #2)",eng,2012
5645,20958632,24,Holly Black,The Darkest Part of the Forest,The Darkest Part of the Forest,eng,2015
5646,73095,40,Susan Elizabeth Phillips,Dream a Little Dream,"Dream a Little Dream (Chicago Stars, #4)",en-US,1998
5647,2508854,36,"خالد الخميسي, Khaled Al Khamissi",تاكسي: حواديت المشاوير,تاكسي: حواديت المشاوير,ara,2006
5648,51113,24,Gail Tsukiyama,The Samurai's Garden,The Samurai's Garden,en-US,1994
5649,25883848,28,Sally   Thorne,The Hating Game,The Hating Game,eng,2016
5650,23746004,46,Julia Heaberlin,Black-Eyed Susans,Black-Eyed Susans,eng,2015
5651,17673307,11,Penny Reid,Neanderthal Seeks Human,"Neanderthal Seeks Human (Knitting in the City, #1)",eng,2013
5652,9918083,36,"Scott Westerfeld, Keith Thompson",Goliath,"Goliath (Leviathan, #3)",eng,2011
5654,12922320,46,Karin Slaughter,Criminal,"Criminal (Will Trent, #6)",eng,2012
5655,19687,59,Tom Clancy,The Bear and the Dragon,"The Bear and the Dragon (Jack Ryan Universe, #11)",en-US,2000
5656,17707605,28,Sue Grafton,W is for Wasted,"W is for Wasted (Kinsey Millhone, #23)",eng,2013
5657,101249,7,Alton Brown,I'm Just Here for the Food: Food + Heat = Cooking,I'm Just Here for the Food: Food + Heat = Cooking,en-US,2002
5659,84135,31,Sherrilyn Kenyon,Sins of the Night,Sins of the Night (Dark-Hunter #7),eng,2005
5660,10345937,23,Beth Revis,Shades of Earth,"Shades of Earth (Across the Universe, #3)",eng,2013
5661,13661,77,Ursula K. Le Guin,Tehanu,"Tehanu (Earthsea Cycle, #4)",eng,1990
5662,13517455,36,Amy Tintera,Reboot,"Reboot (Reboot, #1)",eng,2013
5663,25065629,17,Carrie Brownstein,Hunger Makes Me a Modern Girl,Hunger Makes Me a Modern Girl,eng,2015
5664,13533740,11,Jon Meacham,Thomas Jefferson: The Art of Power,Thomas Jefferson: The Art of Power,eng,2012
5665,16360,196,Agatha Christie,Murder in Mesopotamia,"Murder in Mesopotamia (Hercule Poirot, #14)",eng,1936
5666,12013,23,Iain M. Banks,Excession,"Excession (Culture, #5)",en-US,1996
5667,5175,25,Pearl Cleage,What Looks Like Crazy on an Ordinary Day,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng,1997
5668,257990,53,Sue Grafton,G is for Gumshoe,"G is for Gumshoe (Kinsey Millhone, #7)",eng,1990
5669,17333431,40,David Baldacci,King & Maxwell,"King and Maxwell (Sean King & Michelle Maxwell, #6)",eng,2013
5671,3342764,48,Trudi Canavan,The Magician's Apprentice,"The Magician's Apprentice (Black Magician, #0.5)",eng,2009
5672,459064,32,Steven Erikson,Reaper's Gale,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng,2007
5674,7202841,17,"Joe Hill, Gabriel Rodríguez",Crown of Shadows,"Locke & Key, Vol. 3: Crown of Shadows",en-US,2010
5676,112518,48,"Arthur C. Clarke, Gentry Lee","The Garden of Rama (Rama, #3)","The Garden of Rama (Rama, #3)",eng,1991
5677,1756703,45,Lisa Kleypas,,"Blue-Eyed Devil (Travises, #2)",en-US,2008
5678,133394,119,Graham Greene,Our Man in Havana,Our Man in Havana,eng,1958
5679,10889279,11,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",Batman: The Black Mirror,Batman: The Black Mirror,eng,2011
5680,9682816,33,"James Patterson, Marshall Karp",Kill Me If You Can,Kill Me If You Can,eng,2011
5684,1406197,37,"Laurell K. Hamilton, Laural Merlington",A Lick of Frost,"A Lick of Frost (Merry Gentry, #6)",eng,2007
5685,40289,15,"Orson Scott Card, James Cameron",The Abyss,The Abyss,eng,1989
5686,8694522,15,Paula Brackston,The Book of Shadows,"The Witch's Daughter (The Witch's Daughter, #1)",en-US,1991
5687,25573977,63,"Katarina Bivald, Alice Menzies",Läsarna i Broken Wheel rekommenderar,The Readers of Broken Wheel Recommend,eng,2013
5688,13083008,67,Dennis Lehane,Live by Night,"Live by Night (Coughlin, #2)",eng,2012
5689,12908877,23,Amy Plum,Until I Die,"Until I Die (Revenants, #2)",en-US,2012
5690,11256979,54,"Richard Dawkins, Dave McKean",The Magic of Reality: How We Know What's Really True,The Magic of Reality: How We Know What's Really True,en-US,2011
5691,35332,31,"Karen Kingsbury, Gary Smalley",Remember,"Remember (Redemption, #2)",eng,2002
5693,3106441,15,Christian Lander,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,en-US,2008
5694,18754961,52,Nora Roberts,Blood Magick,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",eng,2014
5695,687215,44,Stephen R. Donaldson,The Power That Preserves,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",eng,1977
5696,6539596,49,Marian Keyes,The Brightest Star in the Sky,The Brightest Star in the Sky,en-GB,2009
5697,8428195,19,Heather Dixon,Entwined,Entwined,en-US,2011
5699,23875,177,Gabriel García Márquez,El coronel no tiene quien le escriba,El coronel no tiene quien le escriba,spa,1961
5700,6194,91,J.M. Coetzee,Waiting for the Barbarians,Waiting for the Barbarians,eng,1980
5702,21856367,46,Walter Isaacson,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution","The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng,2014
5703,316558,51,Deborah Rodriguez,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,2007
5704,4630,122,Ernest Hemingway,To Have and Have Not,To Have and Have Not,eng,1937
5705,5062,85,Ken Follett,Jackdaws,Jackdaws,eng,2001
5706,18363068,3,محمد السالم,,حبيبتي بكماء,ara,2013
5707,116257,29,Neal Stephenson,The System of the World,"The System of the World (The Baroque Cycle, #3)",en-US,2004
5708,147243,29,Ben Mikaelsen,Touching Spirit Bear,"Touching Spirit Bear (Spirit Bear, #1)",eng,1997
5709,15803141,38,Rachel Kushner,The Flamethrowers,The Flamethrowers,eng,2013
5710,13125234,23,Jeaniene Frost,Twice Tempted,"Twice Tempted (Night Prince, #2)",en-GB,2013
5711,13547241,15,Deborah Feldman,,Unorthodox: The Scandalous Rejection of My Hasidic Roots,eng,2012
5712,18172471,32,Kiera Cass,The Selection Stories: The Prince & The Guard,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",eng,2014
5713,6474550,35,Gary Vaynerchuk,Crush It!: Why Now Is the Time to Cash in on Your Passion,Crush It!: Why Now Is the Time to Cash In on Your Passion,en-US,2009
5714,89190,35,Alastair Reynolds,Redemption Ark,Redemption Ark,eng,2003
5715,1178039,54,Steve Berry,The Venetian Betrayal,"The Venetian Betrayal (Cotton Malone, #3)",en-US,2007
5716,142080,25,T.S. Eliot,Collected Poems 1909-1962,"Collected Poems, 1909-1962",eng,1963
5717,219919,82,Lloyd C. Douglas,The Robe,The Robe,en-US,1942
5719,16158508,26,Anton DiSclafani,The Yonahlossee Riding Camp for Girls,The Yonahlossee Riding Camp for Girls,eng,2013
5720,19286623,32,Kylie Scott,Lead,"Lead (Stage Dive, #3)",eng,2014
5721,862350,31,Kelley Armstrong,No Humans Involved,"No Humans Involved (Women of the Otherworld, #7)",eng,2007
5724,7124475,9,Jennifer Echols,Endless Summer,"Endless Summer (The Boys Next Door, #1-2)",eng,2010
5725,8229399,31,Lincoln Peirce,,"Big Nate Strikes Again (Big Nate Novels, #2)",en-US,2010
5727,49245,37,Willard F. Harley Jr.,"Que Necesita El, Que Necesita Ella","His Needs, Her Needs: Building an Affair-Proof Marriage",eng,1986
5728,31313,60,Nora Roberts,Dance of the Gods,"Dance of the Gods (Circle Trilogy, #2)",eng,2006
5729,7129598,10,Kelly Creagh,Nevermore,"Nevermore (Nevermore, #1)",en-US,2010
5730,45967,83,"Sadegh Hedayat, D.P. Costello",بوف کور,The Blind Owl,en-US,1937
5731,6871646,18,"Eric Litwin, James Dean",,Pete the Cat: I Love My White Shoes,en-US,2010
5732,7640705,44,"Jonathan Stroud, Simon  Jones",The Ring of Solomon,"The Ring of Solomon (Bartimaeus, #0.5)",eng,2010
5733,125553,65,R.L. Stine,Welcome to Dead House,"Welcome to Dead House (Goosebumps, #1)",en-US,1992
5735,400924,15,Glen Cook,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",en-US,1986
5736,22522202,16,Abbi Glines,Until Friday Night,"Until Friday Night (The Field Party, #1)",eng,2015
5737,5179,20,Melinda Haynes,Mother of Pearl,Mother of Pearl,en-US,1999
5738,25814512,37,Chris Cleave,Everyone Brave Is Forgiven,Everyone Brave is Forgiven,eng,2016
5741,297134,38,Kristin Hannah,The Things We Do for Love,The Things We Do for Love,en-GB,2004
5742,13927,39,Juliet Marillier,Son of the Shadows,"Son of the Shadows (Sevenwaters, #2)",eng,2000
5743,41689,108,Ken Follett,The Key to Rebecca,The Key to Rebecca,eng,1980
5744,9581001,25,Chloe Neill,Hard Bitten,"Hard Bitten (Chicagoland Vampires, #4)",en-US,2011
5745,120231,4,"Ina Garten, Maura McEvoy",Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,eng,2002
5746,18331807,11,Fisher Amelie,,"Vain (The Seven Deadly, #1)",eng,2012
5747,32767,253,"H.P. Lovecraft, China Miéville, S.T. Joshi",At the Mountains of Madness,At the Mountains of Madness,eng,1936
5748,17781,51,Nora Roberts,Heart of the Sea,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",en-US,2000
5749,3373198,36,Lara Adrian,Veil of Midnight,"Veil of Midnight (Midnight Breed, #5)",eng,2008
5750,98807,36,James Rollins,Subterranean,Subterranean,eng,1999
5751,39045,80,Allison Pearson,I Don't Know How She Does It,I Don't Know How She Does It,en-US,2001
5752,102958,12,"Garth Ennis, Steve Dillon",,"Preacher, Volume 9: Alamo",eng,2001
5753,22733729,27,Becky  Chambers,"The Long Way to a Small, Angry Planet","The Long Way to a Small, Angry Planet (Wayfarers, #1)",eng,2014
5754,17961,18,"Jorge Luis Borges, Andrew Hurley",Cuentos completos,Collected Fictions,eng,1998
5755,266607,32,Holly Black,Tithe: A Modern Faerie Tale,Valiant (Modern Faerie Tales #2),eng,2002
5757,6905534,21,Jennifer Lynn Barnes,Raised by Wolves,"Raised by Wolves (Raised by Wolves, #1)",eng,2010
5758,43924,91,Harlan Coben,"Promise Me (Myron Bolitar, #8)",Promise Me (Myron Bolitar #8),eng,2006
5759,6934395,56,L.J. Smith,The Vampire Diaries: The Return: Midnight,"Midnight (The Vampire Diaries: The Return, #3)",en-US,2011
5760,84146,35,Sherrilyn Kenyon,Dark Side of the Moon,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",en-US,2006
5761,522525,39,"Carol Tavris, Elliot Aronson","Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",en-US,2007
5762,13765729,19,T.R. Ragan,Abducted,Abducted (Lizzy Gardner #1),eng,2011
5763,10577,75,"Richard Bachman, Stephen King",Roadwork,Roadwork,en-US,1981
5764,198331,63,Clive Cussler,"Valhalla Rising (Dirk Pitt, #16)","Valhalla Rising (Dirk Pitt, #16)",en-US,2001
5765,49234,56,Jared Diamond,The Third Chimpanzee: The Evolution and Future of the Human Animal,The Third Chimpanzee: The Evolution and Future of the Human Animal,eng,1991
5766,2830067,63,Dennis Lehane,The Given Day,The Given Day (Coughlin #1),en-US,2008
5768,16096514,13,Nicole  Williams,Crush,"Crush (Crash, #3)",en-US,2013
5769,8429687,21,Mira Grant,Deadline,"Deadline (Newsflesh Trilogy, #2)",en-US,2011
5770,3675828,81,Harlan Coben,Long Lost,Long Lost  (Myron Bolitar #9),eng,2009
5771,21722,61,Karin Slaughter,Faithless,"Faithless (Grant County, #5)",en-US,2005
5772,142292,67,Jill Bolte Taylor,My Stroke of Insight,My Stroke of Insight: A Brain Scientist's Personal Journey,en-US,2006
5773,138395,25,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",The Walking Dead 6,"The Walking Dead, Vol. 06: This Sorrowful Life",eng,2007
5774,3300,89,"Isabel Allende, Margaret Sayers Peden",Inés del alma mía,Inés of My Soul,en-US,2006
5776,18295858,39,Emma Donoghue,Frog Music,Frog Music,eng,2014
5777,15888,50,Iain Pears,An Instance of the Fingerpost,An Instance of the Fingerpost,eng,1997
5778,1499340,3,Donny Dhirgantoro,5 cm,5 cm,ind,2005
5779,61329,24,"Geoffrey A. Moore, Regis McKenna",Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,en-US,1991
5781,43926,95,Harlan Coben,The Innocent,The Innocent,eng,2005
5782,76688,30,Isaac Asimov,Robots and Empire,Robots and Empire (Robot #4),eng,1985
5783,5130,118,Aldous Huxley,Island,Island,eng,1962
5785,123933,52,Jean-Paul Sartre,Huis clos,No Exit,eng,1944
5787,11566956,15,Alison Bechdel,Are You My Mother?: A Comic Drama,Are You My Mother?,eng,2012
5788,1433337,3,Bob Ong,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),fil,2001
5789,10762697,10,Robin Hobb,,The Farseer Trilogy (Farseer Trilogy #1-3),eng,2011
5790,152695,10,Elin Hilderbrand,The Blue Bistro,The Blue Bistro,en-US,2005
5791,12043770,30,Darynda Jones,Third Grave Dead Ahead,"Third Grave Dead Ahead (Charley Davidson, #3)",eng,2012
5792,28635,83,"Milan Kundera, Linda Asher",L'identité,Identity,eng,1997
5793,21569527,12,Mary E. Pearson,The Heart of Betrayal,"The Heart of Betrayal (The Remnant Chronicles, #2)",eng,2015
5794,4373,37,Loung Ung,First They Killed My Father: A Daughter of Cambodia Remembers,First They Killed My Father: A Daughter of Cambodia Remembers,en-US,2000
5795,11166889,38,"Owen  West, Dean Koontz",The Funhouse,The Funhouse,eng,1980
5796,36076,44,Stephen M.R. Covey,The SPEED of Trust: The One Thing that Changes Everything,The Speed of Trust: The One Thing that Changes Everything,en-US,2006
5797,43342,79,Mary Higgins Clark,You Belong to Me,You Belong To Me,en-US,1998
5798,43255,63,Betty Mahmoody,Not Without My Daughter,Not Without My Daughter,eng,1987
5799,759900,42,Lisa Gardner,The Killing Hour,"The Killing Hour (Quincy & Rainie, #4)",en-US,2003
5800,96977,30,Piers Anthony,Castle Roogna,"Castle Roogna (Xanth, #3)",eng,1979
5801,571555,75,Mary Higgins Clark,While My Pretty One Sleeps,While My Pretty One Sleeps,eng,1989
5803,263171,20,Ellen Schreiber,"Dance with a Vampire (Vampire Kisses, #4)","Dance with a Vampire (Vampire Kisses, #4)",eng,2007
5805,58890,28,Tamora Pierce,Tris's Book,"Tris's Book (Circle of Magic, #2)",eng,1998
5806,7785194,27,Sam Harris,The Moral Landscape: How Science Can Determine Human Values,The Moral Landscape: How Science Can Determine Human Values,en-US,2010
5807,11450591,24,Darcie Chan,The Mill River Recluse,The Mill River Recluse,eng,2014
5808,3381,31,Douglas Coupland,Hey Nostradamus!,Hey Nostradamus!,eng,2003
5809,10836,44,Jon Lee Anderson,Che Guevara: A Revolutionary Life,Che Guevara: A Revolutionary Life,eng,1997
5810,24766,44,Scott Westerfeld,The Secret Hour,"The Secret Hour (Midnighters, #1)",eng,2004
5811,15745371,18,C.C. Hunter,,"Chosen at Nightfall (Shadow Falls, #5)",en-CA,2014
5812,587666,75,Paulo Coelho,Ser Como o Rio que Flui,Like the Flowing River,eng,2000
5814,11915,28,Kelley Armstrong,Broken,"Broken (Women of the Otherworld, #6)",eng,2006
5815,3112850,26,Maggie Stiefvater,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)","Lament: The Faerie Queen's Deception (Books of Faerie, #1)",eng,2008
5817,21064599,52,Sophie Kinsella,"Shopaholic to the Stars (Shopaholic, #7)","Shopaholic to the Stars (Shopaholic, #7)",eng,2014
5818,114133,1,Nora Roberts,High Noon,High Noon,eng,2007
5819,17557913,63,Tom Rob Smith,The Farm,The Farm,eng,2014
5820,18528190,25,Rebecca Solnit,Men Explain Things to Me,Men Explain Things to Me,eng,2014
5821,17201104,6,Kristen Proby,Rock With Me,"Rock with Me (With Me in Seattle, #4)",eng,2013
5822,7128341,95,"Carlos Ruiz Zafón, Lucia Graves",El príncipe de la niebla,"The Prince of Mist (Niebla, #1)",eng,1986
5823,1409344,13,Alfred Uhry,Driving Miss Daisy,Driving Miss Daisy,eng,1986
5824,22457201,43,Meredith Wild,,"Hardpressed (Hacker, #2)",eng,2013
5825,172691,63,J.D. Robb,Conspiracy in Death,"Conspiracy in Death (In Death, #8)",eng,1999
5826,7053,55,Alexander McCall Smith,In the Company of Cheerful Ladies,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",eng,2004
5827,8296,48,"Laura Ingalls Wilder, Garth Williams",The First Four Years,"The First Four Years  (Little House, #9)",eng,1953
5828,9293020,2,R.D. Ronald,,The Elephant Tree,eng,2010
5829,128757,68,Kathy Reichs,Bones to Ashes,"Bones to Ashes (Temperance Brennan, #10)",eng,2007
5830,19351490,744,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",Grimms Märchen,Grimm's Fairy Tales,eng,1857
5831,262731,62,"Allan Pease, Barbara Pease",The Definitive Book of Body Language,The Definitive Book of Body Language,eng,2004
5832,11262424,20,Tammara Webber,Between the Lines,"Between the Lines (Between the Lines, #1)",eng,2011
5833,72659,67,Farley Mowat,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,Never Cry Wolf,eng,1963
5834,8437913,42,"James Patterson, Michael Ledwidge",Tick Tock,"Tick Tock (Michael Bennett, #4)",eng,2010
5835,6340471,34,Michelle Moran,Cleopatra's Daughter,Cleopatra's Daughter,eng,2009
5836,281350,71,Kathy Reichs,Grave Secrets,"Grave Secrets (Temperance Brennan, #5)",en-US,2002
5837,16280678,15,Kevin Hearne,Shattered,"Shattered (The Iron Druid Chronicles, #7)",eng,2014
5838,2102600,26,John Scalzi,Zoe's Tale,"Zoe's Tale (Old Man's War, #4)",eng,2008
5839,206197,30,Brad Thor,The First Commandment,"The First Commandment (Scot Harvath, #6)",eng,2007
5840,5289,260,"Oscar Wilde, Merlin Holland",Collected Works,Complete Works of Oscar Wilde,eng,1908
5842,23308084,26,Renee Ahdieh,The Rose & the Dagger,"The Rose & the Dagger (The Wrath & the Dawn, #2)",eng,2016
5843,23164927,9,Peter Clines,The Fold,The Fold,eng,2015
5844,24586590,21,Louise Penny,The Nature of the Beast,The Nature of the Beast (Chief Inspector Armand Gamache #11),eng,2015
5846,4789801,28,Ted Dekker,Green,"Green: The Beginning and the End (The Circle, #0)",eng,2009
5847,7352220,14,Yana Toboso,黒執事 III [Kuroshitsuji III],"Black Butler, Vol. 3 (Black Butler, #3)",ind,2007
5848,16043804,16,Michael J. Sullivan,The Crown Tower,"The Crown Tower (The Riyria Chronicles, #1)",eng,2013
5849,8477057,24,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",Daytripper,Daytripper,eng,2011
5850,6357022,10,Cherise Sinclair,"Club Shadowlands (Masters of the Shadowlands, #1)","Club Shadowlands (Masters of the Shadowlands, #1)",eng,2009
5851,6282753,97,"Orhan Pamuk, Maureen Freely",Masumiyet Müzesi,The Museum of Innocence,eng,2008
5852,28815371,15,Brit Bennett,The Mothers,The Mothers,eng,2016
5853,406373,951,"Johann Wolfgang von Goethe, Walter Kaufmann",Faust. Der Tragödie erster und zweiter Teil,Faust,eng,1832
5854,16172634,29,Cora Carmack,Faking It,"Faking It (Losing It, #2)",eng,2013
5856,12667194,9,Shelly Crane,Accordance,"Accordance (Significance, #2)",eng,2011
5857,8130839,34,Andrea Cremer,Bloodrose,Bloodrose (Nightshade #3; Nightshade World #6),eng,2012
5858,16297,171,Agatha Christie,Cards on the Table,"Cards on the Table (Hercule Poirot, #15)",eng,1936
5859,13547289,41,Rachel Renée Russell,Tales From a Not-So-Smart Miss Know-it-all,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",eng,2012
5860,89551,56,Beverly Cleary,Ramona and Her Mother,"Ramona and Her Mother (Ramona, #5)",eng,1980
5861,16363,210,Agatha Christie,Appointment with Death,"Appointment with Death (Hercule Poirot, #19)",eng,1938
5862,73064,44,Susan Elizabeth Phillips,Natural Born Charmer,"Natural Born Charmer (Chicago Stars, #7)",en-US,2004
5863,30852,31,Maxine Hong Kingston,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,The Woman Warrior,en-US,1975
5864,327194,5,"Masha, Marie Simchow Stern",The Three Little Kittens (A First Little Golden Book),Three Little Kittens,eng,1942
5865,38503,54,Charles Bukowski,"Erections, Ejaculations, Exhibitions and General Tales of Ordinary Madness",Tales of Ordinary Madness,eng,1978
5866,18115061,36,Samantha Young,,"Before Jamaica Lane (On Dublin Street, #3)",eng,2014
5869,15802944,12,Glennon Doyle Melton,"Carry On, Warrior: Thoughts on Life Unarmed","Carry On, Warrior: Thoughts on Life Unarmed",eng,2013
5870,736131,605,"Arthur Conan Doyle, David Timson",The Valley of Fear,The Valley of Fear,eng,1914
5871,3094593,47,Nora Roberts,The Pagan Stone,"The Pagan Stone (Sign of Seven, #3)",en-US,2008
5873,44644,43,Stephen R. Covey,Principle Centered Leadership,Principle-Centered Leadership,en-US,1991
5874,2570856,15,Larry Correia,Monster Hunter International,"Monster Hunter International (Monster Hunter International, #1)",eng,2009
5875,11431896,14,Rae Carson,The Bitter Kingdom,"The Bitter Kingdom (Fire and Thorns, #3)",eng,2013
5876,19674,63,Tom Clancy,The Teeth of the Tiger,"The Teeth of the Tiger (Jack Ryan Universe, #12)",eng,2003
5877,61958,47,Anne McCaffrey,Moreta: Dragonlady Of Pern,"Moreta: Dragonlady of Pern (Pern, #7)",eng,1983
5879,102957,12,"Garth Ennis, Steve Dillon, Peter Snejbjerg",Preacher: War in the Sun,"Preacher, Volume 6: War in the Sun",eng,1999
5881,16842,63,Christopher Isherwood,A Single Man,A Single Man,eng,1964
5882,13529055,48,Christopher Hitchens,Mortality,Mortality,eng,2012
5883,312050,21,Chris d'Lacey,Icefire,"Icefire (The Last Dragon Chronicles, #2)",eng,2003
5884,30831912,38,Neil Gaiman,Norse Mythology,Norse Mythology,eng,2017
5886,107774,49,Julie Garwood,Honor's Splendour,Honor's Splendour,eng,1987
5887,10757771,19,Kody Keplinger,Shut Out,Shut Out,en-US,2011
5888,16102880,7,A. Meredith Walters,,"Bad Rep (Bad Rep, #1)",en-GB,2012
5889,59813,61,Nora Roberts,Valley of Silence,"Valley of Silence (Circle Trilogy, #3)",en-GB,2006
5890,207034,24,Jeanne DuPrau,The Prophet of Yonwood,"The Prophet of Yonwood (Book of Ember, #3)",en-US,2006
5891,20800147,34,James Patterson,Hope to Die,"Hope to Die (Alex Cross, #22)",eng,2014
5892,6294553,24,"Kresley Cole, Gena Showalter",Deep Kiss Of Winter,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)",en-US,2009
5893,15944406,34,"Holly Black, Eliza Wheeler",Doll Bones,Doll Bones,eng,2013
5894,11057626,48,Patricia Cornwell,Red Mist,"Red Mist (Kay Scarpetta, #19)",eng,2011
5895,11277218,42,Alan Bradley,I Am Half-Sick of Shadows,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",en-US,2011
5896,12881141,20,Kristen Ashley,Wild Man,"Wild Man (Dream Man, #2)",en-GB,2011
5897,23129410,37,"Joseph Fink, Jeffrey Cranor",Welcome to Night Vale,Welcome to Night Vale,eng,2015
5898,299384,10,"Michael Teitelbaum, Walt Disney Company",,Sleeping Beauty: a Little Golden Book (Disney Princess),eng,1986
5899,110385,46,Julia Quinn,An Offer From a Gentleman,"An Offer From a Gentleman (Bridgertons, #3)",en-US,2001
5900,18304322,41,Julie   Murphy,Dumplin',"Dumplin' (Dumplin', #1)",eng,2015
5901,23533039,24,Ann Leckie,Ancillary Mercy,Ancillary Mercy (Imperial Radch #3),eng,2015
5902,8038219,2,Gena Showalter,The Darkest Surrender,The Darkest Surrender  (Lords of the Underworld #8),eng,2011
5903,11563,74,Stephen King,Danse Macabre,Danse Macabre,eng,1981
5904,15762657,27,Gina L. Maxwell,Seducing Cinderella,"Seducing Cinderella (Fighting for Love, #1)",eng,2012
5905,28184,51,Alexander McCall Smith,Blue Shoes and Happiness,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",eng,2006
5907,31244,378,Charles Dickens,Our Mutual Friend,Our Mutual Friend,eng,1865
5908,531262,76,Evelyn Waugh,A Handful of Dust,A Handful of Dust,en-US,1934
5909,95608,27,Francine Rivers,Leota's Garden,Leota's Garden,eng,1999
5911,50618,58,Paul Auster,The Book of Illusions,The Book of Illusions,eng,2002
5912,112756,39,Karen Marie Moning,To Tame a Highland Warrior,"To Tame a Highland Warrior (Highlander, #2)",eng,1999
5913,171020,19,Wendy Mass,A Mango-Shaped Space,A Mango-Shaped Space,eng,2005
5915,304,243,"George Eliot, Edmund White",Daniel Deronda,Daniel Deronda,eng,1876
5916,27161845,21,Elin Hilderbrand,,Here's to Us,eng,2016
5917,7203690,35,Susan Mallery,Chasing Perfect,"Chasing Perfect (Fool's Gold, #1)",eng,2010
5918,97632,44,Plum Sykes,The Debutante Divorcée,The Debutante Divorcee,en-US,2006
5919,265205,183,"Anonymous, Ronald A. Beers, Ronald A. Beers",,Life Application Study Bible: NIV,eng,1992
5920,39028,69,"Douglas Preston, Lincoln Child","The Wheel of Darkness (Pendergast, #8)","The Wheel of Darkness (Pendergast, #8)",en-US,2007
5921,25733990,41,Sylvain Neuvel,Sleeping Giants,"Sleeping Giants (Themis Files, #1)",eng,2016
5922,15795628,16,Julianne Donaldson,Blackmoore,Blackmoore,eng,2013
5923,47720,22,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",The Sandman: Endless Nights,The Sandman: Endless Nights,eng,2003
5924,202292,33,Olivia Goldsmith,The First Wives Club,The First Wives Club,eng,1992
5925,250729,55,Maggie O'Farrell,The Vanishing Act of Esme Lennox,The Vanishing Act of Esme Lennox,eng,2006
5926,550720,66,Sarah Waters,The Night Watch,The Night Watch,en-US,2006
5927,21853645,34,Jeffrey Archer,Mightier Than the Sword,"Mightier Than the Sword (The Clifton Chronicles, #5)",eng,2015
5928,31331,49,Anne Rice,Blood Canticle,"Blood Canticle (The Vampire Chronicles, #10)",en-GB,2003
5929,13060,34,Carl Hiaasen,Nature Girl,Nature Girl,eng,2006
5930,11553,36,Robert McCammon,Boy's Life,Boy's Life,eng,1991
5932,16235,38,Chitra Banerjee Divakaruni,Sister of My Heart,Sister of My Heart,eng,1997
5933,3181564,5,"Yōko Ogawa, Stephen Snyder",博士の愛した数式,The Housekeeper and the Professor,eng,2003
5934,102525,56,Sue Grafton,H is for Homicide,"H is for Homicide (Kinsey Millhone, #8)",eng,1991
5935,221059,29,Douglas Coupland,JPod,JPod,en-US,2006
5936,32437,49,Dean Koontz,The Face,The Face,eng,2003
5937,2714607,55,Niall Ferguson,The Ascent of Money: A Financial History of the World,The Ascent of Money: A Financial History of the World,en-US,2007
