id,book_id,books_count,authors,original_publication_year,original_title,title,language_code
5421,44001,52,Andrea Levy,2004.0,Small Island,Small Island,en-US
5422,28220985,17,Louise Penny,2016.0,A Great Reckoning,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",eng
5423,43327,74,Sidney Sheldon,2000.0,The Sky is Falling,The Sky is Falling,eng
5425,30672,121,"Arthur Koestler, Daphne Hardy",1940.0,Sonnenfinsternis,Darkness at Noon,eng
5426,8341567,20,Jaci Burton,2011.0,The Perfect Play,"The Perfect Play (Play by Play, #1)",en-US
5429,61886,49,Lois McMaster Bujold,2000.0,The Curse of Chalion,"The Curse of Chalion (World of the Five Gods, #1)",eng
5431,114187,68,Nora Roberts,2002.0,"Chesapeake Blue (Chesapeake Bay Saga, #4)","Chesapeake Blue (Chesapeake Bay Saga, #4)",en-US
5432,6472451,16,Malinda Lo,2009.0,Ash,Ash,en-US
5433,6489529,55,Bernard Cornwell,2009.0,The Burning Land,"The Burning Land (The Saxon Stories, #5)",eng
5434,199687,14,Megan McCafferty,2003.0,"Second Helpings (Jessica Darling, #2)","Second Helpings (Jessica Darling, #2)",eng
5436,253106,25,Carolyn Mackler,2003.0,"The Earth, My Butt, and Other Big Round Things","The Earth, My Butt, and Other Big Round Things",eng
5437,12194,604,Joseph Conrad,1900.0,Lord Jim,Lord Jim,eng
5439,79257,20,Neil Gaiman,1987.0,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,eng
5440,542752,22,Andrew Clements,2002.0,Things Not Seen,"Things Not Seen (Things, #1)",en-GB
5441,19747756,52,"Frank E. Peretti, Ted Dekker",2006.0,House,House,eng
5442,13638125,16,"V.E. Schwab, Victoria Schwab",2013.0,Vicious,"Vicious (Villains, #1)",eng
5443,41706,82,Clive Cussler,1976.0,Raise the Titanic!,"Raise the Titanic! (Dirk Pitt, #4)",eng
5444,45432,51,Eoin Colfer,2004.0,The Supernaturalist,The Supernaturalist,en-US
5445,199782,39,Meg Cabot,2007.0,Queen of Babble in the Big City,"Queen of Babble in the Big City (Queen of Babble, #2)",eng
5446,420404,23,Dr. Seuss,1958.0,Yertle the Turtle (Classic Seuss),Yertle the Turtle and Other Stories,eng
5447,13628812,6,Camron Wright,2012.0,,The Rent Collector,eng
5448,19661,41,Rohinton Mistry,2001.0,Family Matters,Family Matters,eng
5449,132900,24,Harvey Karp,2002.0,The Happiest Baby on the Block,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,eng
5451,6765740,8,Dee Lestari,2004.0,Perahu Kertas,Perahu Kertas,ind
5452,1025250,14,Gordon Korman,2000.0,Schooled,Schooled,en-US
5453,13193855,11,"Dallas Hartwig, Melissa Hartwig",2012.0,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,en-US
5454,430968,23,Ted Kerasote,2007.0,Merle's Door: Lessons from a Freethinking Dog,Merle's Door: Lessons from a Freethinking Dog,en-US
5455,141372,38,Gary Paulsen,1996.0,Brian's Winter,"Brian's Winter (Brian's Saga, #3)",en-US
5456,11208,31,Julia Alvarez,1991.0,How the Garcia Girls Lost Their Accents,How the García Girls Lost Their Accents,eng
5457,17558817,28,"J. Lynn, Jennifer L. Armentrout",2014.0,Be with Me,"Be with Me (Wait for You, #2)",eng
5458,372319,308,Louisa May Alcott,1886.0,"\"Jo's Boys, and How They Turned Out: A Sequel to \"\"Little Men\"\"\"","Jo's Boys (Little Women, #3)",eng
5459,29430007,32,Harlan Coben,2016.0,Home,Home (Myron Bolitar #11),eng
5460,38502,54,Charles Bukowski,1969.0,Notes of a Dirty Old Man,Notes of a Dirty Old Man,eng
5461,13505130,89,"Jussi Adler-Olsen, K.E. Semmel",2008.0,Fasandræberne,"The Absent One (Department Q, #2)",eng
5462,16171272,28,James McBride,2013.0,The Good Lord Bird,The Good Lord Bird,eng
5463,24963,55,Susan Cooper,1974.0,Greenwitch,"Greenwitch (The Dark Is Rising, #3)",eng
5464,30065,27,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006.0,"The Walking Dead, Vol. 5: The Best Defense","The Walking Dead, Vol. 05: The Best Defense",en-GB
5465,321645,18,Elizabeth Chandler,1995.0,,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",eng
5466,18053782,19,Abbi Glines,2014.0,"Take a Chance (Chance, #1)","Take a Chance (Rosemary Beach, #7; Chance, #1)",eng
5467,9975779,42,Daniel Silva,2011.0,Portrait of a Spy,"Portrait of a Spy (Gabriel Allon, #11)",eng
5468,501124,64,Kate Atkinson,2006.0,One Good Turn,"One Good Turn (Jackson Brodie, #2)",en-US
5469,768878,65,Clive Barker,2002.0,Abarat,"Abarat (Abarat, #1)",en-US
5470,35816,76,Arthur C. Clarke,1987.0,2061: Odyssey Three,"2061: Odyssey Three (Space Odyssey, #3)",eng
5472,7187395,30,Richard Paul Evans,2010.0,The Walk,"The Walk (The Walk, #1)",en-US
5473,6619499,36,Claudia Gray,2011.0,Afterlife,"Afterlife (Evernight, #4)",en-US
5474,411527,78,Nick Hornby,2007.0,Slam,Slam,en-US
5475,9943270,23,Robin LaFevers,2013.0,"Dark Triumph (His Fair Assassin, #2)","Dark Triumph (His Fair Assassin, #2)",eng
5476,18263725,13,Kwame Alexander,2014.0,The Crossover,The Crossover,eng
5477,1464757,7,Andrea Hirata,2007.0,Edensor,"Edensor (Tetralogi Laskar Pelangi, #3)",ind
5478,139087,51,Alan Hollinghurst,2004.0,The Line of Beauty,The Line of Beauty,eng
5479,9792287,25,Susanna Kearsley,2011.0,The Rose Garden,The Rose Garden,eng
5480,65684,27,Frank E. Peretti,2005.0,Monster,Monster,en-US
5481,93795,43,Daniel Silva,2002.0,The English Assassin,"The English Assassin (Gabriel Allon, #2)",en-US
5482,24475,16,Chuck Klosterman,2006.0,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,en-US
5484,23093359,15,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014.0,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",eng
5485,17797381,35,Dean Koontz,2013.0,Innocence,Innocence,eng
5486,988950,33,John Sandford,2004.0,Dark of the Moon,"Dark of the Moon (Virgil Flowers, #1)",en-US
5488,16150831,31,Alexandra Bracken,2014.0,In The Afterlight,"In The Afterlight (The Darkest Minds, #3)",eng
5489,12637490,25,Aimee Carter,2012.0,Goddess Interrupted,"Goddess Interrupted (Goddess Test, #2)",eng
5490,280277,55,"Holly Black, Tony DiTerlizzi",2003.0,Lucinda’s Secret,"Lucinda's Secret (The Spiderwick Chronicles, #3)",eng
5491,568476,47,"Beverly Cleary, Tracy Dockray",1950.0,Henry Huggins,"Henry Huggins (Henry Huggins, #1)",eng
5492,906541,26,"Russell Hoban, Garth Williams",1960.0,Bedtime for Frances,Bedtime for Frances,eng
5493,328802,57,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981.0,窓ぎわのトットちゃん,Totto-chan: The Little Girl at the Window,eng
5494,22055283,42,Joe Abercrombie,2015.0,Half the World,"Half the World (Shattered Sea, #2)",eng
5495,10669,17,Roger Lowenstein,2000.0,When Genius Failed: The Rise and Fall of Long-Term Capital Management,When Genius Failed: The Rise and Fall of Long-Term Capital Management,en-US
5496,44905,34,Natalie Goldberg,1986.0,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,eng
5498,28695,26,Tad Williams,1996.0,City of Golden Shadow,"City of Golden Shadow (Otherland, #1)",eng
5499,140097,33,Charlaine Harris,2007.0,An Ice Cold Grave,"An Ice Cold Grave (Harper Connelly, #3)",eng
5500,337058,52,Katherine Paterson,1980.0,Jacob Have I Loved,Jacob Have I Loved,eng
5501,7134201,63,"James Patterson, Liza Marklund",2010.0,The Postcard Killers,The Postcard Killers,eng
5502,8230409,10,"Julietta Suzuki, Tomo Kimura",2008.0,神様はじめました 1,"Kamisama Kiss, Vol. 1",eng
5503,23587984,15,Colleen Hoover,2014.0,Maybe Not,"Maybe Not (Maybe, #1.5)",en-US
5504,147801,31,D.J. MacHale,2004.0,Black Water,"Black Water (Pendragon, #5)",eng
5505,121648,193,Agatha Christie,1942.0,Five Little Pigs,"Five Little Pigs (Hercule Poirot, #24)",eng
5506,9265453,49,China Miéville,2011.0,Embassytown,Embassytown,eng
5508,3581,13,Arthur Conan Doyle,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",eng
5509,246225,15,Dorothy L. Sayers,1930.0,Strong Poison,"Strong Poison (Lord Peter Wimsey, #6)",eng
5510,77281,8,Gary Larson,1984.0,The Far Side Gallery,The Far Side Gallery,eng
5511,13581990,30,Julie Kagawa,2013.0,The Eternity Cure,"The Eternity Cure (Blood of Eden, #2)",eng
5512,238125,63,J.D. Robb,1998.0,Holiday in Death,"Holiday in Death (In Death, #7)",eng
5513,16090981,8,Tarryn Fisher,2013.0,Thief,"Thief (Love Me with Lies, #3)",eng
5514,166562,59,Aron Ralston,2004.0,Between a Rock and a Hard Place,Between a Rock and a Hard Place,en-US
5515,618177,55,David Gemmell,1984.0,Legend,"Legend (The Drenai Saga, #1)",en-US
5516,11737313,16,Sheila Turnage,2012.0,,"Three Times Lucky (Tupelo Landing, #1)",eng
5517,23223,27,Meg Cabot,2004.0,"Every Boy's Got One (Boy, #3)","Every Boy's Got One (Boy, #3)",en-GB
5518,231585,17,Ann Rule,1987.0,Small Sacrifices: A True Story of Passion and Murder,Small Sacrifices: A True Story of Passion and Murder,eng
5519,25430584,18,Chris Bohjalian,2016.0,,The Guest Room,eng
5520,8044557,11,"Avery Monsen, Jory John",2010.0,All My Friends Are Dead,All My Friends Are Dead,eng
5521,617526,42,Matthew Reilly,2007.0,The Six Sacred Stones,"The Six Sacred Stones (Jack West Jr, #2)",eng
5522,534733,64,Nora Roberts,1998.0,Rising Tides (Chesapeake Bay Saga #2),"Rising Tides (Chesapeake Bay Saga, #2)",en-US
5523,2879,19,Tite Kubo,2004.0,Bleach―ブリーチ― 15,"Bleach, Volume 15",eng
5524,35488,22,"Johnny Cash, Patrick   Carr",1997.0,Cash: The Autobiography of Johnny Cash,Cash,en-US
5525,115130,74,Sidney Sheldon,1976.0,A Stranger in the Mirror,A Stranger In The Mirror,eng
5526,13067,38,Carl Hiaasen,2005.0,Flush,Flush,en-US
5527,781787,165,"Isak Dinesen, Karen Blixen",1937.0,Out of Africa,Out of Africa,eng
5528,57951,55,Robert Crais,2007.0,The Watchman,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",en-US
5529,13530973,47,Nassim Nicholas Taleb,2012.0,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,eng
5530,16122163,6,Molly McAdams,2012.0,,"From Ashes (From Ashes, #1)",en-GB
5531,13259270,13,Sam Harris,2012.0,Free Will,Free Will,eng
5532,24529123,26,Marieke Nijkamp,2016.0,This Is Where It Ends,This Is Where It Ends,eng
5533,793399,30,Rachel Vincent,2007.0,Stray,"Stray (Shifters, #1)",eng
5535,13262061,25,Rebecca Stead,2012.0,Liar & Spy,Liar & Spy,eng
5537,5752,36,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,eng
5538,866136,40,Peter F. Hamilton,2007.0,The Dreaming Void,The Dreaming Void,en-US
5539,5135798,33,Meg Cabot,2009.0,Being Nikki,"Being Nikki (Airhead, #2)",eng
5540,104837,635,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,eng
5541,303472,15,Margaret Peterson Haddix,2001.0,"Among the Impostors (Shadow Children, #2)","Among the Impostors (Shadow Children, #2)",en-US
5542,7775611,7,Christopher Pike,2010.0,The Eternal Dawn,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",en-US
5543,169331,24,Zane,1998.0,Addicted,Addicted,eng
5544,10677277,17,Kristen Simmons,2012.0,Article 5,"Article 5 (Article 5, #1)",en-US
5546,17930773,19,Laurelin Paige,2013.0,Found in You,"Found in You (Fixed, #2)",eng
5547,1928873,37,Lara Adrian,2008.0,Midnight Rising,"Midnight Rising (Midnight Breed, #4)",eng
5548,21719,73,Karin Slaughter,2002.0,Kisscut,"Kisscut (Grant County, #2)",eng
5549,11266880,13,"Miranda July, Brigitte Sire",2011.0,,It Chooses You,eng
5550,50275,68,"Hubert Selby Jr., Gilbert Sorrentino",1964.0,Last Exit to Brooklyn,Last Exit to Brooklyn,eng
5551,53969,113,"Mario Vargas Llosa, Edith Grossman",2000.0,La fiesta del chivo,The Feast of the Goat,eng
5552,318404,36,Jordan Sonnenblick,2004.0,"Drums, Girls & Dangerous Pie","Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",eng
5553,21412400,34,Miranda July,2015.0,The First Bad Man,The First Bad Man,eng
5554,28698,35,Tad Williams,1993.0,To Green Angel Tower (Storm),"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",eng
5555,17204860,26,Jay Crownover,2013.0,Jet,"Jet (Marked Men, #2)",eng
5556,3656,81,John Banville,2005.0,The Sea,The Sea,eng
5557,18656055,39,"James Patterson, David Ellis",2014.0,Invisible,Invisible,eng
5558,32434,50,Dean Koontz,1993.0,Mr. Murder,Mr. Murder,eng
5559,6933876,36,Gail Carriger,2010.0,Changeless,"Changeless (Parasol Protectorate, #2)",eng
5560,185253,23,L.E. Modesitt Jr.,1991.0,The Magic of Recluce,The Magic of Recluce (The Saga of Recluce #1),eng
5561,71771,38,John Jakes,1974.0,"The Bastard (Kent Family Chronicles, Vol. 1)","The Bastard (Kent Family Chronicles, #1)",en-GB
5562,13330370,31,Ben H. Winters,2012.0,The Last Policeman,"The Last Policeman (The Last Policeman, #1)",eng
5563,93269,55,George R. Stewart,1949.0,Earth Abides,Earth Abides,eng
5564,136636,55,"Douglas Preston, Lincoln Child",1999.0,Thunderhead,Thunderhead,eng
5566,9637479,24,Thea Harrison,2011.0,Dragon bound,"Dragon Bound (Elder Races, #1)",eng
5567,77395,273,L.M. Montgomery,1919.0,Rainbow Valley,"Rainbow Valley (Anne of Green Gables, #7)",eng
5568,10574,57,Stephen King,2005.0,The Colorado Kid,The Colorado Kid (Hard Case Crime #13),eng
5569,351064,9,"Diane Mowat, W.W. Jacobs",1902.0,The Monkey's Paw,The Monkey's Paw (Oxford Bookworms),eng
5571,260791,27,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0,The Pursuit of Holiness,The Pursuit of Holiness,eng
5572,674220,36,Lisa Kleypas,2004.0,Again the Magic,"Again the Magic (Wallflowers, #0)",eng
5573,104219,25,Anne Rivers Siddons,1998.0,Low Country,Low Country,eng
5574,7558747,33,Jennifer Donnelly,2010.0,Revolution,Revolution,eng
5575,60229,39,Eric S. Nylund,2001.0,The Fall of Reach,Halo: The Fall of Reach,eng
5576,13241659,15,Kim Harrison,2013.0,,"Ever After (The Hollows, #11)",eng
5578,28251002,34,Nathan  Hill,2016.0,The Nix,The Nix,eng
5579,9436632,39,Sophie Jordan,2011.0,Vanish,"Vanish (Firelight, #2)",en-US
5580,24494,15,Bill Watterson,1989.0,The Calvin and Hobbes Lazy Sunday Book,The Calvin and Hobbes Lazy Sunday Book,eng
5581,48037,397,J. Sheridan Le Fanu,1872.0,Carmilla,Carmilla,eng
5582,47619,31,Garth Nix,2004.0,Drowned Wednesday,"Drowned Wednesday (The Keys to the Kingdom, #3)",en-US
5583,82434,45,Melina Marchetta,2003.0,Saving Francesca,Saving Francesca,eng
5584,13345975,9,K.A. Linde,2012.0,Avoiding Commitment,"Avoiding Commitment (Avoiding, #1)",eng
5585,13521399,37,"James Patterson, Maxine Paetro",2012.0,Confessions of a murder suspect,"Confessions of a Murder Suspect (Confessions, #1)",eng
5586,156529,13,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005.0,Y: The Last Man Vol. 6: Girl on Girl,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng
5589,69392,36,Jerry Spinelli,2003.0,Milkweed,Milkweed,eng
5591,22326,52,William Gibson,1993.0,Virtual Light,"Virtual Light (Bridge, #1)",eng
5592,6404621,21,Craig Ferguson,2009.0,American on Purpose,American on Purpose: The Improbable Adventures of an Unlikely Patriot,eng
5593,3240483,41,Michael J. Fox,2008.0,Always Looking Up: The Adventures of an Incurable Optimist,Always Looking Up: The Adventures of an Incurable Optimist,en-US
5594,6584134,33,Sarah MacLean,2010.0,Nine Rules to Break When Romancing a Rake,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",en-US
5595,12888599,47,Charlotte Rogan,2012.0,The Lifeboat,The Lifeboat,eng
5596,538845,452,"Henryk Sienkiewicz, W.S. Kuniczak",1895.0,Quo vadis?,Quo Vadis,eng
5597,16068780,34,Amy Ewing,2014.0,The Jewel,"The Jewel (The Lone City, #1)",eng
5598,312043,19,Chris d'Lacey,2001.0,The Fire Within,"The Fire Within (The Last Dragon Chronicles, #1)",eng
5599,13815,32,"Raymond E. Feist, Janny Wurts",1990.0,"Servant of the Empire (The Empire Trilogy, #2)","Servant of the Empire (The Empire Trilogy, #2)",eng
5600,2195309,50,Nora Roberts,2008.0,The Hollow,"The Hollow (Sign of Seven, #2)",en-US
5602,22540125,55,Anna Todd,2013.0,After We Collided,"After We Collided (After, #2)",eng
5604,38855,14,Tony Horwitz,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng
5605,12924261,23,David Wong,2012.0,,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",en-US
5607,144791,56,Matthew Reilly,2005.0,Seven Ancient Wonders,"Seven Deadly Wonders (Jack West Jr, #1)",eng
5608,7202825,14,Cherrie Lynn,2009.0,,"Unleashed (Ross Siblings, #1)",eng
5609,30224,31,Laurell K. Hamilton,2006.0,Mistral's Kiss,"Mistral's Kiss (Merry Gentry, #5)",en-US
5611,4497978,27,Larissa Ione,2009.0,Desire Unchained (Shadow Lover),Desire Unchained (Demonica #2),eng
5612,21323,1,"Dean Koontz, Leigh Nichols",2000.0,Cold Fire ; Hideaway; The Key to Midnight,Cold Fire / Hideaway / The Key to Midnight,eng
5613,7617119,34,Dan Wells,2009.0,"I Am Not A Serial Killer (John Cleaver, #1)","I Am Not A Serial Killer (John Cleaver, #1)",eng
5615,84022,31,Fannie Flagg,1998.0,"Welcome to the World, Baby Girl!","Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng
5616,23966,51,Irvine Welsh,1998.0,Filth,Filth,eng
5617,47076,51,Lori Lansens,2005.0,The Girls,The Girls,eng
5618,28686830,17,Janet Evanovich,2016.0,Turbo Twenty-Three,"Turbo Twenty-Three (Stephanie Plum, #23)",eng
5619,30347,70,Sandra Brown,1999.0,The Alibi,The Alibi,eng
5620,12408149,27,Wiley Cash,2012.0,A Land More Kind Than Home,A Land More Kind Than Home,eng
5621,233722,37,Ann M. Martin,1986.0,Kristy's Great Idea,"Kristy's Great Idea (The Baby-Sitters Club, #1)",eng
5623,17704902,14,Sheri  Fink,2013.0,,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,eng
5624,52415,93,"Henning Mankell, Steven T. Murray",1996.0,Den femte kvinnan,"The Fifth Woman (Kurt Wallander, #6)",eng
5625,2845287,15,Sarah Vowell,2008.0,The Wordy Shipmates,The Wordy Shipmates,en-US
5626,780581,505,"Guy de Maupassant, Douglas Parmée",1885.0,Bel-Ami,Bel-Ami,eng
5627,30043,32,Norman Maclean,1976.0,A River Runs Through It and Other Stories,A River Runs Through It and Other Stories,eng
5628,10836813,89,"María Dueñas, Daniel Hahn",2009.0,El tiempo entre costuras,The Time in Between,eng
5629,5198,60,Toni Morrison,1997.0,,Paradise,eng
5630,22325,53,William Gibson,1996.0,Idoru,Idoru (Bridge #2),eng
5631,15803757,35,Kristan Higgins,2013.0,The Best Man,"The Best Man (Blue Heron, #1)",eng
5633,10706120,14,Jude Watson,2011.0,A King's Ransom,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",eng
5634,7054123,19,Deborah Blum,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,en-US
5635,27083865,9,Penelope Ward,2016.0,RoomHate,RoomHate,eng
5636,2954411,20,Elizabeth Scott,2008.0,Living Dead Girl,Living Dead Girl,en-US
5637,159964,259,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500.0,धर्मपद [Dhammapada],The Dhammapada,eng
5638,13412515,17,Kristen Ashley,2012.0,Law Man,"Law Man (Dream Man, #3)",en-US
5639,128754,81,Kathy Reichs,2000.0,Deadly Décisions,"Deadly Decisions (Temperance Brennan, #3)",en-US
5640,23317538,27,Brené Brown,2015.0,Rising Strong,Rising Strong,en-GB
5641,13642963,39,Alan Bradley,2013.0,Speaking from Among the Bones,"Speaking from Among the Bones (Flavia de Luce, #5)",eng
5642,5551522,56,"James Patterson, Maxine Paetro",2009.0,Swimsuit,Swimsuit,eng
5643,56634,31,Elisabeth Elliot,1956.0,Through Gates of Splendor,Through Gates of Splendor,en-US
5644,15832316,10,Tarryn Fisher,2012.0,Dirty Red,"Dirty Red (Love Me with Lies, #2)",eng
5645,20958632,24,Holly Black,2015.0,The Darkest Part of the Forest,The Darkest Part of the Forest,eng
5646,73095,40,Susan Elizabeth Phillips,1998.0,Dream a Little Dream,"Dream a Little Dream (Chicago Stars, #4)",en-US
5647,2508854,36,"خالد الخميسي, Khaled Al Khamissi",2006.0,تاكسي: حواديت المشاوير,تاكسي: حواديت المشاوير,ara
5648,51113,24,Gail Tsukiyama,1994.0,The Samurai's Garden,The Samurai's Garden,en-US
5649,25883848,28,Sally   Thorne,2016.0,The Hating Game,The Hating Game,eng
5650,23746004,46,Julia Heaberlin,2015.0,Black-Eyed Susans,Black-Eyed Susans,eng
5651,17673307,11,Penny Reid,2013.0,Neanderthal Seeks Human,"Neanderthal Seeks Human (Knitting in the City, #1)",eng
5652,9918083,36,"Scott Westerfeld, Keith Thompson",2011.0,Goliath,"Goliath (Leviathan, #3)",eng
5654,12922320,46,Karin Slaughter,2012.0,Criminal,"Criminal (Will Trent, #6)",eng
5655,19687,59,Tom Clancy,2000.0,The Bear and the Dragon,"The Bear and the Dragon (Jack Ryan Universe, #11)",en-US
5656,17707605,28,Sue Grafton,2013.0,W is for Wasted,"W is for Wasted (Kinsey Millhone, #23)",eng
5657,101249,7,Alton Brown,2002.0,I'm Just Here for the Food: Food + Heat = Cooking,I'm Just Here for the Food: Food + Heat = Cooking,en-US
5659,84135,31,Sherrilyn Kenyon,2005.0,Sins of the Night,Sins of the Night (Dark-Hunter #7),eng
5660,10345937,23,Beth Revis,2013.0,Shades of Earth,"Shades of Earth (Across the Universe, #3)",eng
5661,13661,77,Ursula K. Le Guin,1990.0,Tehanu,"Tehanu (Earthsea Cycle, #4)",eng
5662,13517455,36,Amy Tintera,2013.0,Reboot,"Reboot (Reboot, #1)",eng
5663,25065629,17,Carrie Brownstein,2015.0,Hunger Makes Me a Modern Girl,Hunger Makes Me a Modern Girl,eng
5664,13533740,11,Jon Meacham,2012.0,Thomas Jefferson: The Art of Power,Thomas Jefferson: The Art of Power,eng
5665,16360,196,Agatha Christie,1936.0,Murder in Mesopotamia,"Murder in Mesopotamia (Hercule Poirot, #14)",eng
5666,12013,23,Iain M. Banks,1996.0,Excession,"Excession (Culture, #5)",en-US
5667,5175,25,Pearl Cleage,1997.0,What Looks Like Crazy on an Ordinary Day,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng
5668,257990,53,Sue Grafton,1990.0,G is for Gumshoe,"G is for Gumshoe (Kinsey Millhone, #7)",eng
5669,17333431,40,David Baldacci,2013.0,King & Maxwell,"King and Maxwell (Sean King & Michelle Maxwell, #6)",eng
5671,3342764,48,Trudi Canavan,2009.0,The Magician's Apprentice,"The Magician's Apprentice (Black Magician, #0.5)",eng
5672,459064,32,Steven Erikson,2007.0,Reaper's Gale,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng
5674,7202841,17,"Joe Hill, Gabriel Rodríguez",2010.0,Crown of Shadows,"Locke & Key, Vol. 3: Crown of Shadows",en-US
5676,112518,48,"Arthur C. Clarke, Gentry Lee",1991.0,"The Garden of Rama (Rama, #3)","The Garden of Rama (Rama, #3)",eng
5677,1756703,45,Lisa Kleypas,2008.0,,"Blue-Eyed Devil (Travises, #2)",en-US
5678,133394,119,Graham Greene,1958.0,Our Man in Havana,Our Man in Havana,eng
5679,10889279,11,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011.0,Batman: The Black Mirror,Batman: The Black Mirror,eng
5680,9682816,33,"James Patterson, Marshall Karp",2011.0,Kill Me If You Can,Kill Me If You Can,eng
5684,1406197,37,"Laurell K. Hamilton, Laural Merlington",2007.0,A Lick of Frost,"A Lick of Frost (Merry Gentry, #6)",eng
5685,40289,15,"Orson Scott Card, James Cameron",1989.0,The Abyss,The Abyss,eng
5686,8694522,15,Paula Brackston,1991.0,The Book of Shadows,"The Witch's Daughter (The Witch's Daughter, #1)",en-US
5687,25573977,63,"Katarina Bivald, Alice Menzies",2013.0,Läsarna i Broken Wheel rekommenderar,The Readers of Broken Wheel Recommend,eng
5688,13083008,67,Dennis Lehane,2012.0,Live by Night,"Live by Night (Coughlin, #2)",eng
5689,12908877,23,Amy Plum,2012.0,Until I Die,"Until I Die (Revenants, #2)",en-US
5690,11256979,54,"Richard Dawkins, Dave McKean",2011.0,The Magic of Reality: How We Know What's Really True,The Magic of Reality: How We Know What's Really True,en-US
5691,35332,31,"Karen Kingsbury, Gary Smalley",2002.0,Remember,"Remember (Redemption, #2)",eng
5693,3106441,15,Christian Lander,2008.0,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,en-US
5694,18754961,52,Nora Roberts,2014.0,Blood Magick,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",eng
5695,687215,44,Stephen R. Donaldson,1977.0,The Power That Preserves,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",eng
5696,6539596,49,Marian Keyes,2009.0,The Brightest Star in the Sky,The Brightest Star in the Sky,en-GB
5697,8428195,19,Heather Dixon,2011.0,Entwined,Entwined,en-US
5699,23875,177,Gabriel García Márquez,1961.0,El coronel no tiene quien le escriba,El coronel no tiene quien le escriba,spa
5700,6194,91,J.M. Coetzee,1980.0,Waiting for the Barbarians,Waiting for the Barbarians,eng
5702,21856367,46,Walter Isaacson,2014.0,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution","The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng
5703,316558,51,Deborah Rodriguez,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,eng
5704,4630,122,Ernest Hemingway,1937.0,To Have and Have Not,To Have and Have Not,eng
5705,5062,85,Ken Follett,2001.0,Jackdaws,Jackdaws,eng
5706,18363068,3,محمد السالم,2013.0,,حبيبتي بكماء,ara
5707,116257,29,Neal Stephenson,2004.0,The System of the World,"The System of the World (The Baroque Cycle, #3)",en-US
